keyword,match_type,ad_group,keyword_state,serving_state,historical_urls,normalized_urls,url_statuses,url_conflict,intent_class,macroarea,familia,intent_theme,classification_method,classification_confidence,impressions_max,clicks_max,conversions_max,source_rows
"""cuaderno de dibujos para pintar""",Concordancia de frase,Agendas Libretas Memo Set,Habilitado,Limitado,,,EMPTY,NO,PRODUCTO,Oficina y Escritura,Libretas y Cuadernos,,keyword→objeto,HIGH,0,0,0.0,1
"""cuaderno de notas personalizado""",Concordancia de frase,Agendas Libretas Memo Set,Habilitado,Limitado,,,EMPTY,NO,PRODUCTO,Oficina y Escritura,Libretas y Cuadernos,,keyword→objeto,HIGH,0,0,0.0,1
"""Cuaderno de planificación con logo""",Concordancia de frase,Agendas Libretas Memo Set,Habilitado,No apto,,,EMPTY,NO,PRODUCTO,Oficina y Escritura,Libretas y Cuadernos,,keyword→objeto,HIGH,0,0,0.0,1
"""cuaderno de puntos""",Concordancia de frase,Agendas Libretas Memo Set,Habilitado,Limitado,https://regalospremium.cl/cuadernos-libretas-memo-set-publicitarios/,https://regalospremium.cl/cuadernos-libretas-memo-set-publicitarios/,CURRENT_FORMAT,NO,PRODUCTO,Oficina y Escritura,Libretas y Cuadernos,,keyword→objeto,HIGH,0,0,0.0,1
"""Cuaderno de tapa fuerte""",Concordancia de frase,Agendas Libretas Memo Set,Habilitado,No apto,,,EMPTY,NO,PRODUCTO,Oficina y Escritura,Libretas y Cuadernos,,keyword→objeto,HIGH,0,0,0.0,1
"""Cuaderno de viaje con lápiz""",Concordancia de frase,Agendas Libretas Memo Set,Habilitado,No apto,,,EMPTY,NO,PRODUCTO,Oficina y Escritura,Libretas y Cuadernos,,keyword→objeto,HIGH,0,0,0.0,1
"""cuaderno dibujo para colorear""",Concordancia de frase,Agendas Libretas Memo Set,Habilitado,Limitado,,,EMPTY,NO,PRODUCTO,Oficina y Escritura,Libretas y Cuadernos,,keyword→objeto,HIGH,0,0,0.0,1
"""cuaderno eco""",Concordancia de frase,Agendas Libretas Memo Set,Habilitado,Apto,,,EMPTY,NO,PRODUCTO,Oficina y Escritura,Libretas y Cuadernos,,keyword→objeto,HIGH,0,0,0.0,1
"""Cuaderno Ecológico Compost""",Concordancia de frase,Agendas Libretas Memo Set,Habilitado,Apto,,,EMPTY,NO,PRODUCTO,Oficina y Escritura,Libretas y Cuadernos,,keyword→objeto,HIGH,0,0,0.0,1
"""cuaderno grande tapa dura""",Concordancia de frase,Agendas Libretas Memo Set,Habilitado,Limitado,https://regalospremium.cl/cuadernos-libretas-memo-set-publicitarios/,https://regalospremium.cl/cuadernos-libretas-memo-set-publicitarios/,CURRENT_FORMAT,NO,PRODUCTO,Oficina y Escritura,Libretas y Cuadernos,,keyword→objeto,HIGH,0,0,0.0,1
"""cuaderno liso tapa dura""",Concordancia de frase,Agendas Libretas Memo Set,Habilitado,Limitado,https://regalospremium.cl/cuadernos-libretas-memo-set-publicitarios/,https://regalospremium.cl/cuadernos-libretas-memo-set-publicitarios/,CURRENT_FORMAT,NO,PRODUCTO,Oficina y Escritura,Libretas y Cuadernos,,keyword→objeto,HIGH,0,0,0.0,1
"""cuaderno medio oficio""",Concordancia de frase,Agendas Libretas Memo Set,Habilitado,Limitado,,,EMPTY,NO,PRODUCTO,Oficina y Escritura,Libretas y Cuadernos,,keyword→objeto,HIGH,0,0,0.0,1
"""cuaderno pequeño tapa dura""",Concordancia de frase,Agendas Libretas Memo Set,Habilitado,Limitado,https://regalospremium.cl/cuadernos-libretas-memo-set-publicitarios/,https://regalospremium.cl/cuadernos-libretas-memo-set-publicitarios/,CURRENT_FORMAT,NO,PRODUCTO,Oficina y Escritura,Libretas y Cuadernos,,keyword→objeto,HIGH,0,0,0.0,1
"""cuaderno personalizado""",Concordancia de frase,Agendas Libretas Memo Set,Habilitado,Limitado,,,EMPTY,NO,PRODUCTO,Oficina y Escritura,Libretas y Cuadernos,,keyword→objeto,HIGH,0,0,0.0,1
"""cuaderno personalizado con foto""",Concordancia de frase,Agendas Libretas Memo Set,Habilitado,Limitado,,,EMPTY,NO,PRODUCTO,Oficina y Escritura,Libretas y Cuadernos,,keyword→objeto,HIGH,0,0,0.0,1
"""cuaderno personalizado tapa dura""",Concordancia de frase,Agendas Libretas Memo Set,Habilitado,Limitado,https://regalospremium.cl/cuadernos-libretas-memo-set-publicitarios/,https://regalospremium.cl/cuadernos-libretas-memo-set-publicitarios/,CURRENT_FORMAT,NO,PRODUCTO,Oficina y Escritura,Libretas y Cuadernos,,keyword→objeto,HIGH,0,0,0.0,1
"""Cuaderno portátil con lápiz""",Concordancia de frase,Agendas Libretas Memo Set,Habilitado,No apto,,,EMPTY,NO,PRODUCTO,Oficina y Escritura,Libretas y Cuadernos,,keyword→objeto,HIGH,0,0,0.0,1
"""cuaderno promocional""",Concordancia de frase,Agendas Libretas Memo Set,Habilitado,Limitado,https://regalospremium.cl/cuadernos-libretas-memo-set-publicitarios/,https://regalospremium.cl/cuadernos-libretas-memo-set-publicitarios/,CURRENT_FORMAT,NO,PRODUCTO,Oficina y Escritura,Libretas y Cuadernos,,keyword→objeto,HIGH,0,0,0.0,1
"""cuaderno publicitario""",Concordancia de frase,Agendas Libretas Memo Set,Habilitado,Limitado,https://regalospremium.cl/cuadernos-libretas-memo-set-publicitarios/,https://regalospremium.cl/cuadernos-libretas-memo-set-publicitarios/,CURRENT_FORMAT,NO,PRODUCTO,Oficina y Escritura,Libretas y Cuadernos,,keyword→objeto,HIGH,0,0,0.0,1
"""Cuaderno rígido""",Concordancia de frase,Agendas Libretas Memo Set,Habilitado,Apto,,,EMPTY,NO,PRODUCTO,Oficina y Escritura,Libretas y Cuadernos,,keyword→objeto,HIGH,0,0,0.0,1
"""Cuaderno sostenible""",Concordancia de frase,Agendas Libretas Memo Set,Habilitado,Apto,,,EMPTY,NO,PRODUCTO,Oficina y Escritura,Libretas y Cuadernos,,keyword→objeto,HIGH,0,0,0.0,1
"""cuaderno tapa dura""",Concordancia de frase,Agendas Libretas Memo Set,Habilitado,Limitado,https://regalospremium.cl/cuadernos-libretas-memo-set-publicitarios/,https://regalospremium.cl/cuadernos-libretas-memo-set-publicitarios/,CURRENT_FORMAT,NO,PRODUCTO,Oficina y Escritura,Libretas y Cuadernos,,keyword→objeto,HIGH,0,0,0.0,1
"""cuadernos a4 personalizados tapa dura""",Concordancia de frase,Agendas Libretas Memo Set,Habilitado,Limitado,,,EMPTY,NO,PRODUCTO,Oficina y Escritura,Libretas y Cuadernos,,keyword→objeto,HIGH,0,0,0.0,1
"""cuadernos a5 baratos""",Concordancia de frase,Agendas Libretas Memo Set,Habilitado,Limitado,,,EMPTY,NO,PRODUCTO,Oficina y Escritura,Libretas y Cuadernos,,keyword→objeto,HIGH,0,0,0.0,1
"""cuadernos baratos al por mayor""",Concordancia de frase,Agendas Libretas Memo Set,Habilitado,Limitado,,,EMPTY,NO,PRODUCTO,Oficina y Escritura,Libretas y Cuadernos,,keyword→objeto,HIGH,0,0,0.0,1
"""cuadernos bonitos y baratos""",Concordancia de frase,Agendas Libretas Memo Set,Habilitado,Limitado,,,EMPTY,NO,PRODUCTO,Oficina y Escritura,Libretas y Cuadernos,,keyword→objeto,HIGH,0,0,0.0,1
"""cuadernos con logo""",Concordancia de frase,Agendas Libretas Memo Set,Habilitado,Limitado,https://regalospremium.cl/cuadernos-libretas-memo-set-publicitarios/,https://regalospremium.cl/cuadernos-libretas-memo-set-publicitarios/,CURRENT_FORMAT,NO,PRODUCTO,Oficina y Escritura,Libretas y Cuadernos,,keyword→objeto,HIGH,0,0,0.0,1
"""Cuadernos corporativos""",Concordancia de frase,Agendas Libretas Memo Set,Habilitado,Limitado,,,EMPTY,NO,PRODUCTO,Oficina y Escritura,Libretas y Cuadernos,,keyword→objeto,HIGH,0,0,0.0,1
"""cuadernos corporativos personalizados""",Concordancia de frase,Agendas Libretas Memo Set,Habilitado,Limitado,https://regalospremium.cl/cuadernos-libretas-memo-set-publicitarios/,https://regalospremium.cl/cuadernos-libretas-memo-set-publicitarios/,CURRENT_FORMAT,NO,PRODUCTO,Oficina y Escritura,Libretas y Cuadernos,,keyword→objeto,HIGH,0,0,0.0,1
"""cuadernos corporativos tapa dura""",Concordancia de frase,Agendas Libretas Memo Set,Habilitado,Limitado,,,EMPTY,NO,PRODUCTO,Oficina y Escritura,Libretas y Cuadernos,,keyword→objeto,HIGH,0,0,0.0,1
"""cuadernos de notas""",Concordancia de frase,Agendas Libretas Memo Set,Habilitado,Limitado,,,EMPTY,NO,PRODUCTO,Oficina y Escritura,Libretas y Cuadernos,,keyword→objeto,HIGH,0,0,0.0,1
"""cuadernos de notas personalizados""",Concordancia de frase,Agendas Libretas Memo Set,Habilitado,Apto,,,EMPTY,NO,PRODUCTO,Oficina y Escritura,Libretas y Cuadernos,,keyword→objeto,HIGH,0,0,0.0,1
"""cuadernos de oficina""",Concordancia de frase,Agendas Libretas Memo Set,Habilitado,Limitado,,,EMPTY,NO,PRODUCTO,Oficina y Escritura,Libretas y Cuadernos,,keyword→objeto,HIGH,0,0,0.0,1
"""cuadernos de tapa dura""",Concordancia de frase,Agendas Libretas Memo Set,Habilitado,Limitado,https://regalospremium.cl/cuadernos-libretas-memo-set-publicitarios/,https://regalospremium.cl/cuadernos-libretas-memo-set-publicitarios/,CURRENT_FORMAT,NO,PRODUCTO,Oficina y Escritura,Libretas y Cuadernos,,keyword→objeto,HIGH,0,0,0.0,1
"""cuadernos ecologicos""",Concordancia de frase,Agendas Libretas Memo Set,Habilitado,Limitado,https://regalospremium.cl/cuadernos-libretas-memo-set-publicitarios/,https://regalospremium.cl/cuadernos-libretas-memo-set-publicitarios/,CURRENT_FORMAT,NO,PRODUCTO,Oficina y Escritura,Libretas y Cuadernos,,keyword→objeto,HIGH,0,0,0.0,1
"""cuadernos ecológicos""",Concordancia de frase,Agendas Libretas Memo Set,Habilitado,Apto,,,EMPTY,NO,PRODUCTO,Oficina y Escritura,Libretas y Cuadernos,,keyword→objeto,HIGH,0,0,0.0,1
"""cuadernos ecológicos chile""",Concordancia de frase,Agendas Libretas Memo Set,Habilitado,No apto,https://regalospremium.cl/cuadernos-libretas-memo-set-publicitarios/,https://regalospremium.cl/cuadernos-libretas-memo-set-publicitarios/,CURRENT_FORMAT,NO,PRODUCTO,Oficina y Escritura,Libretas y Cuadernos,,keyword→objeto,HIGH,0,0,0.0,1
"""cuadernos ecologicos logotipo""",Concordancia de frase,Agendas Libretas Memo Set,Habilitado,No apto,https://regalospremium.cl/cuadernos-libretas-memo-set-publicitarios/,https://regalospremium.cl/cuadernos-libretas-memo-set-publicitarios/,CURRENT_FORMAT,NO,PRODUCTO,Oficina y Escritura,Libretas y Cuadernos,,keyword→objeto,HIGH,0,0,0.0,1
"""cuadernos ecologicos personalizados""",Concordancia de frase,Agendas Libretas Memo Set,Habilitado,Limitado,https://regalospremium.cl/cuadernos-libretas-memo-set-publicitarios/,https://regalospremium.cl/cuadernos-libretas-memo-set-publicitarios/,CURRENT_FORMAT,NO,PRODUCTO,Oficina y Escritura,Libretas y Cuadernos,,keyword→objeto,HIGH,0,0,0.0,1
"""cuadernos ecológicos por mayor""",Concordancia de frase,Agendas Libretas Memo Set,Habilitado,No apto,https://regalospremium.cl/cuadernos-libretas-memo-set-publicitarios/,https://regalospremium.cl/cuadernos-libretas-memo-set-publicitarios/,CURRENT_FORMAT,NO,PRODUCTO,Oficina y Escritura,Libretas y Cuadernos,,keyword→objeto,HIGH,0,0,0.0,1
"""cuadernos ecológicos tapa dura""",Concordancia de frase,Agendas Libretas Memo Set,Habilitado,No apto,https://regalospremium.cl/cuadernos-libretas-memo-set-publicitarios/,https://regalospremium.cl/cuadernos-libretas-memo-set-publicitarios/,CURRENT_FORMAT,NO,PRODUCTO,Oficina y Escritura,Libretas y Cuadernos,,keyword→objeto,HIGH,0,0,0.0,1
"""cuadernos ejecutivos""",Concordancia de frase,Agendas Libretas Memo Set,Habilitado,Limitado,,,EMPTY,NO,PRODUCTO,Oficina y Escritura,Libretas y Cuadernos,,keyword→objeto,HIGH,0,0,0.0,1
"""cuadernos empresariales""",Concordancia de frase,Agendas Libretas Memo Set,Habilitado,Limitado,https://regalospremium.cl/cuadernos-libretas-memo-set-publicitarios/,https://regalospremium.cl/cuadernos-libretas-memo-set-publicitarios/,CURRENT_FORMAT,NO,PRODUCTO,Oficina y Escritura,Libretas y Cuadernos,,keyword→objeto,HIGH,0,0,0.0,1
"""cuadernos infantiles para colorear""",Concordancia de frase,Agendas Libretas Memo Set,Habilitado,Limitado,,,EMPTY,NO,PRODUCTO,Oficina y Escritura,Libretas y Cuadernos,,keyword→objeto,HIGH,0,0,0.0,1
"""cuadernos kraft baratos""",Concordancia de frase,Agendas Libretas Memo Set,Habilitado,No apto,,,EMPTY,NO,PRODUCTO,Oficina y Escritura,Libretas y Cuadernos,,keyword→objeto,HIGH,0,0,0.0,1
"""cuadernos libretas""",Concordancia de frase,Agendas Libretas Memo Set,Habilitado,Limitado,https://regalospremium.cl/cuadernos-libretas-memo-set-publicitarios/,https://regalospremium.cl/cuadernos-libretas-memo-set-publicitarios/,CURRENT_FORMAT,NO,PRODUCTO,Oficina y Escritura,Libretas y Cuadernos,,keyword→objeto,HIGH,0,0,0.0,1
"""cuadernos mas baratos""",Concordancia de frase,Agendas Libretas Memo Set,Habilitado,Limitado,,,EMPTY,NO,PRODUCTO,Oficina y Escritura,Libretas y Cuadernos,,keyword→objeto,HIGH,0,0,0.0,1
"""cuadernos moleskine baratos""",Concordancia de frase,Agendas Libretas Memo Set,Habilitado,Apto,,,EMPTY,NO,PRODUCTO,Oficina y Escritura,Libretas y Cuadernos,,keyword→objeto,HIGH,0,0,0.0,1
"""cuadernos papel reciclado chile""",Concordancia de frase,Agendas Libretas Memo Set,Habilitado,No apto,https://regalospremium.cl/cuadernos-libretas-memo-set-publicitarios/,https://regalospremium.cl/cuadernos-libretas-memo-set-publicitarios/,CURRENT_FORMAT,NO,PRODUCTO,Oficina y Escritura,Libretas y Cuadernos,,keyword→objeto,HIGH,0,0,0.0,1
"""cuadernos pequeños baratos""",Concordancia de frase,Agendas Libretas Memo Set,Habilitado,Limitado,,,EMPTY,NO,PRODUCTO,Oficina y Escritura,Libretas y Cuadernos,,keyword→objeto,HIGH,0,0,0.0,1
"""Cuadernos personalizados""",Concordancia de frase,Agendas Libretas Memo Set,Habilitado,Apto,,,EMPTY,NO,PRODUCTO,Oficina y Escritura,Libretas y Cuadernos,,keyword→objeto,HIGH,0,0,0.0,1
"""cuadernos personalizados al por mayor""",Concordancia de frase,Agendas Libretas Memo Set,Habilitado,Limitado,,,EMPTY,NO,PRODUCTO,Oficina y Escritura,Libretas y Cuadernos,,keyword→objeto,HIGH,0,0,0.0,1
"""cuadernos personalizados baratos""",Concordancia de frase,Agendas Libretas Memo Set,Habilitado,Limitado,https://regalospremium.cl/cuadernos-libretas-memo-set-publicitarios/,https://regalospremium.cl/cuadernos-libretas-memo-set-publicitarios/,CURRENT_FORMAT,NO,PRODUCTO,Oficina y Escritura,Libretas y Cuadernos,,keyword→objeto,HIGH,0,0,0.0,1
"""cuadernos personalizados empresariales""",Concordancia de frase,Agendas Libretas Memo Set,Habilitado,Limitado,,,EMPTY,NO,PRODUCTO,Oficina y Escritura,Libretas y Cuadernos,,keyword→objeto,HIGH,0,0,0.0,1
"""cuadernos personalizados para empresas""",Concordancia de frase,Agendas Libretas Memo Set,Habilitado,Limitado,https://regalospremium.cl/cuadernos-libretas-memo-set-publicitarios/,https://regalospremium.cl/cuadernos-libretas-memo-set-publicitarios/,CURRENT_FORMAT,NO,PRODUCTO,Oficina y Escritura,Libretas y Cuadernos,,keyword→objeto,HIGH,0,0,0.0,1
"""cuadernos personalizados tapa dura""",Concordancia de frase,Agendas Libretas Memo Set,Habilitado,Limitado,https://regalospremium.cl/cuadernos-libretas-memo-set-publicitarios/,https://regalospremium.cl/cuadernos-libretas-memo-set-publicitarios/,CURRENT_FORMAT,NO,PRODUCTO,Oficina y Escritura,Libretas y Cuadernos,,keyword→objeto,HIGH,0,0,0.0,1
"""cuadernos por mayoreo""",Concordancia de frase,Agendas Libretas Memo Set,Habilitado,Limitado,,,EMPTY,NO,PRODUCTO,Oficina y Escritura,Libretas y Cuadernos,,keyword→objeto,HIGH,0,0,0.0,1
"""cuadernos por mayoreo baratos""",Concordancia de frase,Agendas Libretas Memo Set,Habilitado,Limitado,,,EMPTY,NO,PRODUCTO,Oficina y Escritura,Libretas y Cuadernos,,keyword→objeto,HIGH,0,0,0.0,1
"""cuadernos reciclados""",Concordancia de frase,Agendas Libretas Memo Set,Habilitado,Limitado,https://regalospremium.cl/cuadernos-libretas-memo-set-publicitarios/,https://regalospremium.cl/cuadernos-libretas-memo-set-publicitarios/,CURRENT_FORMAT,NO,PRODUCTO,Oficina y Escritura,Libretas y Cuadernos,,keyword→objeto,HIGH,0,0,0.0,1
"""Cuadernos Tapa Dura con Logo""",Concordancia de frase,Agendas Libretas Memo Set,Habilitado,No apto,,,EMPTY,NO,PRODUCTO,Oficina y Escritura,Libretas y Cuadernos,,keyword→objeto,HIGH,0,0,0.0,1
"""cuadernos tapa dura por mayor""",Concordancia de frase,Agendas Libretas Memo Set,Habilitado,Apto,,,EMPTY,NO,PRODUCTO,Oficina y Escritura,Libretas y Cuadernos,,keyword→objeto,HIGH,0,0,0.0,1
"""Cuerdas para tarjetas de identificación""",Concordancia de frase,Agendas Libretas Memo Set,Habilitado,No apto,,,EMPTY,NO,PRODUCTO,Oficina y Escritura,Libretas y Cuadernos,,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""ibretas económicas""",Concordancia de frase,Agendas Libretas Memo Set,Habilitado,No apto,,,EMPTY,NO,PRODUCTO,Oficina y Escritura,Libretas y Cuadernos,,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""Kit de notas adhesivas""",Concordancia de frase,Agendas Libretas Memo Set,Habilitado,Limitado,,,EMPTY,NO,PRODUCTO,Oficina y Escritura,Libretas y Cuadernos,,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""Kit de notas ecológico""",Concordancia de frase,Agendas Libretas Memo Set,Habilitado,No apto,,,EMPTY,NO,PRODUCTO,Oficina y Escritura,Libretas y Cuadernos,,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""Lanyards personalizados""",Concordancia de frase,Agendas Libretas Memo Set,Habilitado,Limitado,,,EMPTY,NO,PRODUCTO,Promocionales,Lanyards,,keyword→objeto,HIGH,0,0,0.0,1
"""Lanyards y Portacredenciales""",Concordancia de frase,Agendas Libretas Memo Set,Habilitado,No apto,,,EMPTY,NO,PRODUCTO,Promocionales,Lanyards,,keyword→objeto,HIGH,0,0,0.0,1
"""libreta a5""",Concordancia de frase,Agendas Libretas Memo Set,Habilitado,Limitado,https://regalospremium.cl/cuadernos-libretas-memo-set-publicitarios/,https://regalospremium.cl/cuadernos-libretas-memo-set-publicitarios/,CURRENT_FORMAT,NO,PRODUCTO,Oficina y Escritura,Libretas y Cuadernos,,keyword→objeto,HIGH,0,0,0.0,1
"""libreta barata""",Concordancia de frase,Agendas Libretas Memo Set,Habilitado,Limitado,,,EMPTY,NO,PRODUCTO,Oficina y Escritura,Libretas y Cuadernos,,keyword→objeto,HIGH,0,0,0.0,1
"""Libreta biodegradable""",Concordancia de frase,Agendas Libretas Memo Set,Habilitado,Limitado,,,EMPTY,NO,PRODUCTO,Oficina y Escritura,Libretas y Cuadernos,,keyword→objeto,HIGH,0,0,0.0,1
"""libreta bolsillo""",Concordancia de frase,Agendas Libretas Memo Set,Habilitado,Limitado,,,EMPTY,NO,PRODUCTO,Oficina y Escritura,Libretas y Cuadernos,,keyword→objeto,HIGH,0,0,0.0,1
"""libreta colorear""",Concordancia de frase,Agendas Libretas Memo Set,Habilitado,Limitado,,,EMPTY,NO,PRODUCTO,Oficina y Escritura,Libretas y Cuadernos,,keyword→objeto,HIGH,0,0,0.0,1
"""libreta colorskine""",Concordancia de frase,Agendas Libretas Memo Set,Habilitado,Limitado,,,EMPTY,NO,PRODUCTO,Oficina y Escritura,Libretas y Cuadernos,,keyword→objeto,HIGH,0,0,0.0,1
"""Libreta compacta""",Concordancia de frase,Agendas Libretas Memo Set,Habilitado,Limitado,,,EMPTY,NO,PRODUCTO,Oficina y Escritura,Libretas y Cuadernos,,keyword→objeto,HIGH,0,0,0.0,1
"""Libreta compacta con bolígrafo""",Concordancia de frase,Agendas Libretas Memo Set,Habilitado,No apto,,,EMPTY,NO,PRODUCTO,Oficina y Escritura,Libretas y Cuadernos,,keyword→objeto,HIGH,0,0,0.0,1
"""libreta de apuntes""",Concordancia de frase,Agendas Libretas Memo Set,Habilitado,Limitado,https://regalospremium.cl/cuadernos-libretas-memo-set-publicitarios/,https://regalospremium.cl/cuadernos-libretas-memo-set-publicitarios/,CURRENT_FORMAT,NO,PRODUCTO,Oficina y Escritura,Libretas y Cuadernos,,keyword→objeto,HIGH,0,0,0.0,1
"""Libreta de Bolsillo con Lápiz""",Concordancia de frase,Agendas Libretas Memo Set,Habilitado,No apto,,,EMPTY,NO,PRODUCTO,Oficina y Escritura,Libretas y Cuadernos,,keyword→objeto,HIGH,0,0,0.0,1
"""libreta de colorear""",Concordancia de frase,Agendas Libretas Memo Set,Habilitado,Limitado,,,EMPTY,NO,PRODUCTO,Oficina y Escritura,Libretas y Cuadernos,,keyword→objeto,HIGH,0,0,0.0,1
"""libreta de dibujos para colorear""",Concordancia de frase,Agendas Libretas Memo Set,Habilitado,Limitado,,,EMPTY,NO,PRODUCTO,Oficina y Escritura,Libretas y Cuadernos,,keyword→objeto,HIGH,0,0,0.0,1
"""Libreta de marca premium""",Concordancia de frase,Agendas Libretas Memo Set,Habilitado,No apto,,,EMPTY,NO,PRODUCTO,Oficina y Escritura,Libretas y Cuadernos,,keyword→objeto,HIGH,0,0,0.0,1
"""libreta de nota""",Concordancia de frase,Agendas Libretas Memo Set,Habilitado,Limitado,,,EMPTY,NO,PRODUCTO,Oficina y Escritura,Libretas y Cuadernos,,keyword→objeto,HIGH,0,0,0.0,1
"""libreta dibujo para colorear""",Concordancia de frase,Agendas Libretas Memo Set,Habilitado,Limitado,,,EMPTY,NO,PRODUCTO,Oficina y Escritura,Libretas y Cuadernos,,keyword→objeto,HIGH,0,0,0.0,1
"""libreta ecologica""",Concordancia de frase,Agendas Libretas Memo Set,Habilitado,Limitado,https://regalospremium.cl/cuadernos-libretas-memo-set-publicitarios/,https://regalospremium.cl/cuadernos-libretas-memo-set-publicitarios/,CURRENT_FORMAT,NO,PRODUCTO,Oficina y Escritura,Libretas y Cuadernos,,keyword→objeto,HIGH,0,0,0.0,1
"""libreta ecológica""",Concordancia de frase,Agendas Libretas Memo Set,Habilitado,Limitado,,,EMPTY,NO,PRODUCTO,Oficina y Escritura,Libretas y Cuadernos,,keyword→objeto,HIGH,0,0,0.0,1
"""libreta ecologica con boligrafo""",Concordancia de frase,Agendas Libretas Memo Set,Habilitado,Apto,https://regalospremium.cl/cuadernos-libretas-memo-set-publicitarios/,https://regalospremium.cl/cuadernos-libretas-memo-set-publicitarios/,CURRENT_FORMAT,NO,PRODUCTO,Oficina y Escritura,Libretas y Cuadernos,,keyword→objeto,HIGH,0,0,0.0,1
